serie_id,publicacion_id,nombre_oficial,concepto,freq,unit_measure,unit_mult,adjustment,base_year,metodologia_id,inicio,fin,fuente_celda,notas,anio_referencia_indice
BCR.VAB_ELECTRICIDAD.NOM.NSA.Q,BCR.PIB_T.NOMINAL,"5 D. Suministro de electricidad, gas, vapor y aire acondicionado","Valor agregado bruto, suministro de electricidad, gas, vapor y aire acondicionado, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 10 (""5 D. Suministro de electricidad, gas, vapor y aire acondicionado""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.VAB_AGUA.NOM.NSA.Q,BCR.PIB_T.NOMINAL,"6 E. Suministro de agua, alcantarillados y gestión de desechos","Valor agregado bruto, suministro de agua, alcantarillados y gestión de desechos, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 11 (""6 E. Suministro de agua, alcantarillados y gestión de desechos""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.VAB_CONSTRUCCION.NOM.NSA.Q,BCR.PIB_T.NOMINAL,7 F. Construcción,"Valor agregado bruto, construcción, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 12 (""7 F. Construcción""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.VAB_COMERCIO.NOM.NSA.Q,BCR.PIB_T.NOMINAL,"8 G. Comercio, reparación de vehículos automotores y motocicletas","Valor agregado bruto, comercio, reparación de vehículos automotores y motocicletas, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 13 (""8 G. Comercio, reparación de vehículos automotores y motocicletas""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.VAB_TRANSPORTE.NOM.NSA.Q,BCR.PIB_T.NOMINAL,9 H. Transporte y almacenamiento,"Valor agregado bruto, transporte y almacenamiento, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 14 (""9 H. Transporte y almacenamiento""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.VAB_ALOJAMIENTO.NOM.NSA.Q,BCR.PIB_T.NOMINAL,10 I. Actividades de alojamiento y de servicio de comidas,"Valor agregado bruto, actividades de alojamiento y de servicio de comidas, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 15 (""10 I. Actividades de alojamiento y de servicio de comidas""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.VAB_INFO_COM.NOM.NSA.Q,BCR.PIB_T.NOMINAL,11 J. Información y comunicaciones,"Valor agregado bruto, información y comunicaciones, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 16 (""11 J. Información y comunicaciones""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.VAB_FINANCIERO.NOM.NSA.Q,BCR.PIB_T.NOMINAL,12 K. Actividades financieras y de seguros,"Valor agregado bruto, actividades financieras y de seguros, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 17 (""12 K. Actividades financieras y de seguros""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.VAB_INMOBILIARIO.NOM.NSA.Q,BCR.PIB_T.NOMINAL,13 L. Actividades inmobiliarias,"Valor agregado bruto, actividades inmobiliarias, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 18 (""13 L. Actividades inmobiliarias""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad. Referencia cruzada relevante: el índice de volumen de esta misma rama en el archivo vigente es el que reproduce, trimestre a trimestre, el rubro ""L-S. Otros Servicios"" de la hoja de volumen del archivo retropolado — defecto documentado en la ficha de esa publicación y acotado a la hoja de volumen. Esta serie, en precios corrientes, no está afectada.",
BCR.VAB_PROFESIONAL.NOM.NSA.Q,BCR.PIB_T.NOMINAL,"14 M. Actividades profesionales, científicas y técnicas","Valor agregado bruto, actividades profesionales, científicas y técnicas, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 19 (""14 M. Actividades profesionales, científicas y técnicas""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.VAB_SERV_APOYO.NOM.NSA.Q,BCR.PIB_T.NOMINAL,15 N. Actividades de servicios administrativos y de apoyo,"Valor agregado bruto, actividades de servicios administrativos y de apoyo, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 20 (""15 N. Actividades de servicios administrativos y de apoyo""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.VAB_ADMIN_PUBLICA.NOM.NSA.Q,BCR.PIB_T.NOMINAL,"16 O. Administración pública y defensa, planes de seguridad social y de afiliación obligatoria","Valor agregado bruto, administración pública y defensa, planes de seguridad social y de afiliación obligatoria, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 21 (""16 O. Administración pública y defensa, planes de seguridad social y de afiliación obligatoria""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.VAB_ENSENANZA.NOM.NSA.Q,BCR.PIB_T.NOMINAL,17 P. Enseñanza,"Valor agregado bruto, enseñanza, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 22 (""17 P. Enseñanza""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.VAB_SALUD.NOM.NSA.Q,BCR.PIB_T.NOMINAL,18 Q. Actividades de atención de la salud humana y de asistencia social,"Valor agregado bruto, actividades de atención de la salud humana y de asistencia social, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 23 (""18 Q. Actividades de atención de la salud humana y de asistencia social""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.VAB_ARTE_RECREACION.NOM.NSA.Q,BCR.PIB_T.NOMINAL,"19 R. Actividades artísticas, de entretenimiento y recreativas","Valor agregado bruto, actividades artísticas, de entretenimiento y recreativas, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 24 (""19 R. Actividades artísticas, de entretenimiento y recreativas""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.VAB_OTROS_SERVICIOS.NOM.NSA.Q,BCR.PIB_T.NOMINAL,20 S. Otras actividades de servicios,"Valor agregado bruto, otras actividades de servicios, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 25 (""20 S. Otras actividades de servicios 1/""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad. ATENCIÓN AL NOMBRE: corresponde únicamente a la sección S de la CIIU (otras actividades de servicios, que incluye la sección T según nota del propio archivo). NO debe confundirse con el rubro ""L-S. Otros Servicios"" del archivo retropolado, que agrupa las ocho secciones L a S y es un concepto distinto y mucho mayor. Cuando se registren las series del archivo retropolado deberá usarse un identificador que no induzca a esa confusión.",
BCR.VAB.NOM.NSA.Q,BCR.PIB_T.NOMINAL,21 Valor Agregado Bruto,"Valor agregado bruto total, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 26 (""21 Valor Agregado Bruto""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.IMPUESTOS_NETOS.NOM.NSA.Q,BCR.PIB_T.NOMINAL,22 Impuestos netos,"Impuestos netos de subvenciones sobre los productos, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 27 (""22 Impuestos netos""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.PIB.NOM.NSA.Q,BCR.PIB_T.NOMINAL,23 Producto Interno Bruto trimestral por el enfoque de la producción,"Producto interno bruto, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 28 (""23 Producto Interno Bruto trimestral por el enfoque de la producción"", enfoque producción; ≡ fila 37, ""29 Producto Interno Bruto trimestral por el enfoque del gasto"", enfoque gasto), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.CONSUMO_FINAL.NOM.NSA.Q,BCR.PIB_T.NOMINAL,25 Gasto de consumo final,"Gasto de consumo final, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 30 (""25 Gasto de consumo final""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.CONSUMO_PRIV.NOM.NSA.Q,BCR.PIB_T.NOMINAL,25.1 Consumo privado,"Consumo privado, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 31 (""25.1 Consumo privado""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
BCR.CONSUMO_PUB.NOM.NSA.Q,BCR.PIB_T.NOMINAL,25.2 Consumo público,"Gasto de consumo final del gobierno general, precios corrientes",Q,dólares corrientes,6,NSA,2005,SCN2008,2005-Q1,2026-Q1,"hoja worksheet, fila 32 (""25.2 Consumo público""), columnas B:CH; años en fila 4, trimestres en fila 5","Cobertura y ubicación de celda verificadas por lectura directa del archivo de L0_raw el 2026-08-15, con checksum confirmado contra manifiesto.csv y números de fila comprobados contra el XML crudo del .xlsx. Registrada en cumplimiento del criterio de 03_series como inventario de todo lo publicado (no solo de lo que el proyecto usa). No hay decisión tomada sobre su uso en modelación. Serie en precios corrientes: SÍ es aditiva, a diferencia de las series VOL en índices de volumen encadenados. Verificado el 2026-08-15 sobre cuatro trimestres repartidos (2005-Q4, 2012-Q2, 2019-Q3, 2025-Q4): la suma de actividades iguala el valor agregado bruto, el valor agregado bruto más impuestos netos iguala el PIB, y la identidad del gasto cierra, en los cuatro casos con diferencias no superiores a 0.02 millones atribuibles a redondeo de publicación. Estas series son las que corresponde usar para participaciones, ponderaciones y cualquier cálculo que requiera aditividad.",
