vintage_id,publicacion_id,fecha_publicacion,periodo_referencia_max,documento_fuente,archivo_raw,sha256,sha256_norm,alcance_revision,notas
"UT.DEMANDA_TOTAL_MENSUAL.v2008-12","UT.DEMANDA_TOTAL_MENSUAL","2008-12-31","2008-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2008_2026-08-26.csv","2ec147ef3cc7fcbb0084e67ac2adf141d3c712141635837c9bf3957f1840e974","2ec147ef3cc7fcbb0084e67ac2adf141d3c712141635837c9bf3957f1840e974","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2008. fecha_publicacion (2008-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2009-12","UT.DEMANDA_TOTAL_MENSUAL","2009-12-31","2009-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2009_2026-08-26.csv","98bd43c48694285d1fe1846bb766736a2ea21783d2e8147e2ad335316e7cdade","98bd43c48694285d1fe1846bb766736a2ea21783d2e8147e2ad335316e7cdade","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2009. fecha_publicacion (2009-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2010-12","UT.DEMANDA_TOTAL_MENSUAL","2010-12-31","2010-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2010_2026-08-26.csv","ad8ce61c49551f11f60687ff83c632f9b860343b2a390f08170a820fcf422e0f","ad8ce61c49551f11f60687ff83c632f9b860343b2a390f08170a820fcf422e0f","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2010. fecha_publicacion (2010-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2011-12","UT.DEMANDA_TOTAL_MENSUAL","2011-12-31","2011-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2011_2026-08-26.csv","9060aea660433cc490e2b9c2ec645d36ee147bafab8f26ff55b8704295c0d4b3","9060aea660433cc490e2b9c2ec645d36ee147bafab8f26ff55b8704295c0d4b3","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2011. fecha_publicacion (2011-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2012-12","UT.DEMANDA_TOTAL_MENSUAL","2012-12-31","2012-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2012_2026-08-26.csv","36f24dbbc1ad5f342cf76d17fe5ad8cda70d57f06e127b91d66078da3207f4f7","36f24dbbc1ad5f342cf76d17fe5ad8cda70d57f06e127b91d66078da3207f4f7","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2012. fecha_publicacion (2012-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2013-12","UT.DEMANDA_TOTAL_MENSUAL","2013-12-31","2013-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2013_2026-08-26.csv","5b7249ad475302dd2bacc99a6f7b1c594c3a5f637ff8a8ec64d70ea338e92c60","5b7249ad475302dd2bacc99a6f7b1c594c3a5f637ff8a8ec64d70ea338e92c60","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2013. fecha_publicacion (2013-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2014-12","UT.DEMANDA_TOTAL_MENSUAL","2014-12-31","2014-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2014_2026-08-26.csv","eff92d6cbadfb518b3fdabd148fc19edcec7ae79e7665ac293a6ed18b6014183","eff92d6cbadfb518b3fdabd148fc19edcec7ae79e7665ac293a6ed18b6014183","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2014. fecha_publicacion (2014-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2015-12","UT.DEMANDA_TOTAL_MENSUAL","2015-12-31","2015-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2015_2026-08-26.csv","a8bbf78fe839510ae0474a546d342400d0e76b31d83c0334ea63665055ca919d","a8bbf78fe839510ae0474a546d342400d0e76b31d83c0334ea63665055ca919d","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2015. fecha_publicacion (2015-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2016-12","UT.DEMANDA_TOTAL_MENSUAL","2016-12-31","2016-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2016_2026-08-26.csv","4fc26557bbc89673c3ae4b8500319ef2fb2fd52d57af2e5c94fed83354f0b67c","4fc26557bbc89673c3ae4b8500319ef2fb2fd52d57af2e5c94fed83354f0b67c","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2016. fecha_publicacion (2016-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2017-12","UT.DEMANDA_TOTAL_MENSUAL","2017-12-31","2017-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2017_2026-08-26.csv","a7e2a2788641031be27255faa612829d84922c9907b4e6aa1c110dae4d5fa319","a7e2a2788641031be27255faa612829d84922c9907b4e6aa1c110dae4d5fa319","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2017. fecha_publicacion (2017-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2018-12","UT.DEMANDA_TOTAL_MENSUAL","2018-12-31","2018-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2018_2026-08-26.csv","15e1df04c8e5ab2b4de9ad05ae18ae2ea5003e140b3240cff90e28b1bfd86761","15e1df04c8e5ab2b4de9ad05ae18ae2ea5003e140b3240cff90e28b1bfd86761","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2018. fecha_publicacion (2018-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2019-12","UT.DEMANDA_TOTAL_MENSUAL","2019-12-31","2019-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2019_2026-08-26.csv","9d348fe193eb4ae1f6444445caefbe309fe59c13a37a2f9e34ec3e33d166b346","9d348fe193eb4ae1f6444445caefbe309fe59c13a37a2f9e34ec3e33d166b346","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2019. fecha_publicacion (2019-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2020-12","UT.DEMANDA_TOTAL_MENSUAL","2020-12-31","2020-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2020_2026-08-26.csv","9f16f0a5a7d1a1cdb7a861e514c0de572d93bcf773f136d888436b8a7a3bfbb3","9f16f0a5a7d1a1cdb7a861e514c0de572d93bcf773f136d888436b8a7a3bfbb3","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2020. fecha_publicacion (2020-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2021-12","UT.DEMANDA_TOTAL_MENSUAL","2021-12-31","2021-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2021_2026-08-26.csv","7728e6d69728d1ccaa49c715457b53c0ac13cf248426115c10cb10c4ad82084e","7728e6d69728d1ccaa49c715457b53c0ac13cf248426115c10cb10c4ad82084e","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2021. fecha_publicacion (2021-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2022-12","UT.DEMANDA_TOTAL_MENSUAL","2022-12-31","2022-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2022_2026-08-26.csv","ce7554b85224eb43fe5dc0ef60b24bbf10680ed47f523fe67b4bf6268581a037","ce7554b85224eb43fe5dc0ef60b24bbf10680ed47f523fe67b4bf6268581a037","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2022. fecha_publicacion (2022-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2023-12","UT.DEMANDA_TOTAL_MENSUAL","2023-12-31","2023-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2023_2026-08-26.csv","12ca49d075de80fc88f6f7e3550e606ff7554aa3b00970fb8219ef53ffd69ced","12ca49d075de80fc88f6f7e3550e606ff7554aa3b00970fb8219ef53ffd69ced","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2023. fecha_publicacion (2023-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2024-12","UT.DEMANDA_TOTAL_MENSUAL","2024-12-31","2024-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2024_2026-08-26.csv","56a1bff6382110bcca86dc1c0405ca6b6374dabf624ef9d9d187ad43a8e657e6","56a1bff6382110bcca86dc1c0405ca6b6374dabf624ef9d9d187ad43a8e657e6","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2024. fecha_publicacion (2024-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2025-12","UT.DEMANDA_TOTAL_MENSUAL","2025-12-31","2025-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2025_2026-08-26.csv","37174a197dbd58d44ea051a35e370a114106634749868214aa3afc9202e9a05d","37174a197dbd58d44ea051a35e370a114106634749868214aa3afc9202e9a05d","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2025. fecha_publicacion (2025-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
